iter	Logloss
0	0.672561196
1	0.6539153595
2	0.6423374958
3	0.6280430611
4	0.6157295411
5	0.6078944358
6	0.59577814
7	0.5857350827
8	0.5755876819
9	0.5671337621
10	0.5573462787
11	0.5501153543
12	0.5435474734
13	0.5368183147
14	0.5285904824
15	0.5200662061
16	0.5124076835
17	0.5033804868
18	0.4967840718
19	0.4906176422
20	0.4828236842
21	0.47916167
22	0.4730243343
23	0.4674831821
24	0.4612314559
25	0.4566509088
26	0.4513525372
27	0.4446417519
28	0.4410472734
29	0.4369663418
30	0.4325419495
31	0.428655188
32	0.4230643576
33	0.4202821078
34	0.4145553223
35	0.4098989208
36	0.4061209364
37	0.4028601398
38	0.3982314363
39	0.3947376842
40	0.3897209658
41	0.3842065441
42	0.3813285206
43	0.3787182221
44	0.3758997069
45	0.3734542038
46	0.3713969644
47	0.3668915203
48	0.3629985562
49	0.3580049334
50	0.3548686372
51	0.3494390224
52	0.346250039
53	0.3420426892
54	0.3383289969
55	0.3356460606
56	0.3337648114
57	0.3308227365
58	0.32746596
59	0.3253680342
60	0.3239170732
61	0.32088922
62	0.3181896834
63	0.3141871392
64	0.3127935473
65	0.3109711466
66	0.3080212699
67	0.3063709266
68	0.302833171
69	0.3004378004
70	0.2990234263
71	0.295867406
72	0.2933672238
73	0.2921184565
74	0.2903915592
75	0.2887367739
76	0.2870964473
77	0.2838136268
78	0.2812015941
79	0.2789108219
80	0.2769051948
81	0.2746020585
82	0.2731908221
83	0.2697041966
84	0.2682529725
85	0.2662595494
86	0.2635280644
87	0.2596956464
88	0.2553672455
89	0.252971917
90	0.2513103406
91	0.2486433838
92	0.246678837
93	0.2449448607
94	0.2421674047
95	0.2401005216
96	0.2392408545
97	0.2382270014
98	0.2370467952
99	0.2350311451
100	0.2337140848
101	0.231724459
102	0.2293757928
103	0.2273780126
104	0.2245699504
105	0.2235614594
106	0.2216290903
107	0.2175878216
108	0.2160401355
109	0.2139350156
110	0.211365795
111	0.2101359045
112	0.2080207081
113	0.2064185365
114	0.2059918531
115	0.2038837424
116	0.2021859503
117	0.2000728434
118	0.1986624355
119	0.1963141596
120	0.1925519669
121	0.1899408317
122	0.186729657
123	0.1846731484
124	0.1819708523
125	0.1802588672
126	0.1784087072
127	0.1747318444
128	0.1717155994
129	0.168717502
130	0.1652169338
131	0.1627444918
132	0.1607105089
133	0.1586576561
134	0.1563564771
135	0.1546704841
136	0.1525170871
137	0.1503963666
138	0.147538231
139	0.1452544978
140	0.1428253514
141	0.1405559658
142	0.1381677582
143	0.1364093987
144	0.1353541082
145	0.1338346444
146	0.1315855491
147	0.1299324736
148	0.1278367169
149	0.1261186525
150	0.1237338203
151	0.1216372226
152	0.119703776
153	0.1190440275
154	0.1169538438
155	0.1152574503
156	0.1133883109
157	0.111625503
158	0.1098180073
159	0.1073807361
160	0.1056903622
161	0.1042179082
162	0.1027317888
163	0.1009113117
164	0.09894916995
165	0.09751284226
166	0.09584318674
167	0.09406495949
168	0.09225818064
169	0.09120791134
170	0.0892259841
171	0.08795901355
172	0.08683727688
173	0.08532702324
174	0.08408762953
175	0.08333304337
176	0.0822774464
177	0.08133182243
178	0.08049057059
179	0.0795848998
180	0.07866287215
181	0.07775453227
182	0.07685389571
183	0.07566687837
184	0.07479490542
185	0.07384057877
186	0.07286633261
187	0.07164701634
188	0.07084049295
189	0.07009168904
190	0.06910653307
191	0.06836829739
192	0.0673644308
193	0.06648346596
194	0.06553338886
195	0.06466211544
196	0.06388560363
197	0.06316296943
198	0.06228046946
199	0.06144055095
200	0.06039205262
201	0.05969369017
202	0.05887839415
203	0.05810848075
204	0.05748024133
205	0.05693781289
206	0.05633998966
207	0.05558091033
208	0.0548844387
209	0.05442352439
210	0.05374123123
211	0.05298916645
212	0.05215507005
213	0.05146994021
214	0.050785078
215	0.05033171318
216	0.04946121656
217	0.04894971377
218	0.0484353644
219	0.04766641684
220	0.04717922447
221	0.04661986942
222	0.04608732852
223	0.04565309747
224	0.04508475954
225	0.04475365199
226	0.04413891653
227	0.04376554227
228	0.04317140619
229	0.04271714877
230	0.0423049946
231	0.04180789082
232	0.04134634893
233	0.04082638691
234	0.04037530138
235	0.03978422681
236	0.03937426324
237	0.03892877025
238	0.03857473813
239	0.03821179962
240	0.03784204964
241	0.03754824432
242	0.03720734514
243	0.03688283456
244	0.03652153309
245	0.03618069317
246	0.03575451178
247	0.03543427748
248	0.03508612496
249	0.03483956315
250	0.03451661452
251	0.03400230482
252	0.03371236431
253	0.03335990703
254	0.03305095548
255	0.03268966235
256	0.03222707193
257	0.03188321128
258	0.03162631664
259	0.03132143268
260	0.03094883047
261	0.03066249168
262	0.03041567348
263	0.03022331104
264	0.02997122597
265	0.02974388769
266	0.02950629538
267	0.02921009885
268	0.02895298857
269	0.02866442486
270	0.02836505848
271	0.02799895042
272	0.02774729991
273	0.02746951056
274	0.02715523596
275	0.02688488664
276	0.02660308997
277	0.02637402332
278	0.02618741609
279	0.02593884411
280	0.0257372858
281	0.02551610187
282	0.02531996672
283	0.02511417236
284	0.02496319767
285	0.0247123218
286	0.02453577213
287	0.02438651041
288	0.02414537547
289	0.02393280346
290	0.02369711653
291	0.02354909497
292	0.02324941387
293	0.02301012287
294	0.02285616428
295	0.02267059627
296	0.02247687202
297	0.02222145693
298	0.02206199707
299	0.02192139918
300	0.02172389751
301	0.02152603766
302	0.0213843426
303	0.02120405371
304	0.0210087101
305	0.02081434766
